,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
12072,3.38,3,1.5,2400,8215,1.0,0.0,0.0,3,7,1200,1200,1961,0.0,98146,47.5001,-122.338,1460,8217
9350,3.2995,4,1.75,1740,7208,1.5,0.0,0.0,3,8,1740,0,1976,0.0,98058,47.4483,-122.13,1680,7350
13473,6.65,4,2.5,3130,7582,2.0,0.0,0.0,3,8,3130,0,2004,0.0,98075,47.577,-122.055,2990,6441
10423,2.9495,2,1.0,1060,7868,1.0,0.0,0.0,3,7,1060,840,1952,0.0,98155,47.7414,-122.295,1530,10728
18822,2.025,3,1.0,1120,8576,1.0,0.0,0.0,3,6,1120,0,1943,0.0,98178,47.4896,-122.248,1050,8812
20894,3.1185,4,2.5,1890,4158,2.0,0.0,0.0,3,8,1890,0,2014,0.0,98042,47.343,-122.056,2720,4549
13115,5.45,3,2.0,1900,9975,1.0,0.0,0.0,3,8,1500,400,1973,0.0,98027,47.5307,-122.054,2140,9825
1876,8.32,4,2.25,3190,52953,2.0,0.0,0.0,4,10,3190,0,1980,0.0,98075,47.5933,-122.075,3190,51400
969,5.325,3,1.75,1330,5000,2.0,0.0,0.0,4,7,1210,120,1909,0.0,98116,47.5724,-122.384,1500,4000
21359,11.7,6,3.5,4310,7760,2.0,0.0,0.0,3,10,3260,1050,2013,0.0,98059,47.5297,-122.155,4620,10217
19215,2.525,3,2.0,1900,8002,1.0,0.0,0.0,3,7,1900,0,1991,0.0,98023,47.2909,-122.352,1900,6086
21174,4.05,5,2.5,3370,5092,2.0,0.0,0.0,3,7,3370,0,2006,0.0,98038,47.3594,-122.036,2910,5092
17454,3.07,3,1.0,1020,8484,1.0,0.0,0.0,3,6,1020,0,1949,0.0,98155,47.7719,-122.31,1180,9660
16960,5.8,3,2.5,2040,4627,2.0,0.0,0.0,3,8,2040,0,1992,0.0,98052,47.6365,-122.108,2230,4500
5581,3.65,2,2.0,1440,15000,1.0,0.0,0.0,3,7,1440,0,1985,0.0,98072,47.7648,-122.159,1780,15000
9278,5.1,2,1.5,1860,5100,1.0,0.0,0.0,3,7,1060,800,1940,0.0,98136,47.5573,-122.392,1710,5100
16988,9.65,4,2.5,3570,17411,2.0,0.0,0.0,3,10,3570,0,1990,0.0,98075,47.5617,-122.03,3510,16153
3821,2.14946,3,1.75,1290,8688,1.0,0.0,0.0,4,7,1290,0,1980,0.0,98042,47.3655,-122.08,1750,9090
2633,2.575,3,1.75,1530,14087,1.0,0.0,0.0,3,7,1070,460,1979,0.0,98042,47.3146,-122.043,1770,13660
13844,5.5,3,1.0,1140,8180,1.0,0.0,0.0,3,7,1140,0,1959,0.0,98005,47.5851,-122.172,1510,8588
8124,2.12,2,1.0,770,7000,1.0,0.0,0.0,3,6,770,0,1921,0.0,98024,47.5654,-121.89,1100,8777
14893,7.4,3,2.5,2960,9350,2.0,0.0,2.0,4,9,2960,0,1978,0.0,98008,47.6218,-122.094,2960,11745
5506,1.4,3,1.0,1000,10560,1.0,0.0,0.0,3,7,1000,0,1955,0.0,98003,47.3217,-122.317,1190,9375
16602,5.0,4,2.25,2060,44431,2.0,0.0,0.0,3,7,2060,0,1988,0.0,98077,47.744,-122.046,2160,45657
10220,3.5,3,1.75,1360,18123,1.0,0.0,0.0,3,8,1360,0,1983,0.0,98045,47.4716,-121.756,1570,16817
1860,7.65,4,2.25,2620,17366,1.0,0.0,3.0,3,9,1430,1190,1984,0.0,98075,47.584,-122.077,2620,15335
8200,4.425,4,2.0,1540,5920,1.5,0.0,0.0,5,7,1540,0,1935,0.0,98125,47.7148,-122.301,1630,6216
1476,2.35,6,3.0,2180,7956,2.0,0.0,0.0,3,7,2180,0,1980,0.0,98003,47.3054,-122.305,2214,7684
6098,3.2,4,2.5,1940,7040,2.0,0.0,0.0,3,8,1940,0,1998,0.0,98092,47.2632,-122.209,2400,7145
5126,5.28,5,1.75,2140,8580,1.0,0.0,0.0,3,7,1200,940,1962,0.0,98033,47.6625,-122.178,1600,9206
810,3.45,3,1.0,1250,7210,1.0,0.0,0.0,4,7,1250,0,1964,0.0,98008,47.6329,-122.121,1530,8800
8309,7.25,4,2.75,2420,10962,1.0,0.0,0.0,3,8,1530,890,1977,0.0,98007,47.6218,-122.152,2620,13200
14775,2.4,3,1.75,1520,9600,1.0,0.0,0.0,3,8,1520,0,1966,0.0,98023,47.3263,-122.365,2060,9600
10938,6.65,3,2.25,2580,6000,2.0,0.0,0.0,3,8,1780,800,1925,0.0,98144,47.5778,-122.289,2300,5995
14541,9.3,3,1.75,2460,4240,1.0,0.0,0.0,4,7,1230,1230,1925,0.0,98103,47.6593,-122.337,1700,4240
13202,8.25,3,2.75,3040,24192,2.0,0.0,0.0,4,10,3040,0,1987,0.0,98034,47.7108,-122.225,2770,5728
12188,5.65,3,1.75,1130,5111,1.0,0.0,0.0,4,7,930,200,1942,0.0,98199,47.6379,-122.4,1360,4424
19257,18.0,4,2.5,3320,8325,2.5,0.0,0.0,5,10,3320,0,1905,0.0,98112,47.6263,-122.314,3680,6050
11406,4.74,2,1.0,1100,3500,1.0,0.0,0.0,5,7,1100,0,1908,0.0,98115,47.6741,-122.323,2050,4000
11286,2.037,2,1.0,770,2500,1.0,0.0,0.0,3,6,770,0,1913,1960.0,98072,47.7534,-122.172,1500,8286
18542,5.68,4,2.0,2340,50233,1.0,0.0,0.0,4,7,1170,1170,1966,0.0,98075,47.5905,-122.022,2470,62290
756,9.425,5,3.5,3750,9612,1.0,0.0,2.0,4,9,2030,1720,1981,0.0,98006,47.5511,-122.157,3270,9688
20142,2.05,2,1.5,830,1020,2.0,0.0,0.0,3,7,830,0,2006,0.0,98106,47.5604,-122.363,830,1379
10621,11.5,4,3.5,3760,20609,2.0,0.0,0.0,3,11,3760,0,1990,0.0,98077,47.7255,-122.059,3360,15761
9085,4.25,3,1.75,1510,44000,1.0,0.0,0.0,3,7,1240,270,1989,0.0,98045,47.4851,-121.716,2290,36242
2263,2.1355,3,2.5,1580,8541,2.0,0.0,0.0,3,7,1580,0,1990,0.0,98001,47.3334,-122.289,1640,7542
11016,8.51,3,2.75,2660,10350,1.0,0.0,4.0,4,8,1330,1330,1971,0.0,98008,47.5868,-122.116,2820,10043
10223,4.4,2,1.75,1300,4000,2.0,0.0,0.0,3,7,1300,0,1948,0.0,98105,47.6687,-122.288,1350,4013
17686,3.649,3,3.0,2500,8304,2.0,0.0,0.0,3,8,2500,0,1997,0.0,98031,47.4022,-122.166,2290,7855
4773,3.9,4,2.75,1790,47250,1.0,0.0,0.0,3,7,1220,570,1987,0.0,98045,47.5302,-121.746,1250,43791
8154,2.75,2,1.0,900,57063,1.0,0.0,0.0,4,6,900,0,1938,0.0,98045,47.4735,-121.786,1440,268765
17980,3.2,2,1.0,1802,11225,1.0,0.0,0.0,3,7,1802,0,1961,0.0,98125,47.7205,-122.323,1810,7332
5545,2.27,3,1.0,1280,7198,1.0,0.0,0.0,5,6,1280,0,1916,1983.0,98022,47.2094,-121.996,1260,7198
6121,3.0995,2,2.25,1460,1607,2.0,0.0,0.0,3,8,1460,0,2007,0.0,98106,47.5395,-122.369,1460,1826
1583,3.0,3,1.5,1500,14750,1.5,0.0,0.0,4,6,1500,0,1933,0.0,98168,47.495,-122.318,1270,15100
1312,5.3,4,2.5,2950,4836,2.0,0.0,0.0,3,7,2950,0,2006,0.0,98059,47.479,-122.129,2120,4750
10157,6.05,4,1.75,2250,10108,1.0,0.0,0.0,4,8,2250,0,1967,0.0,98008,47.5922,-122.118,2050,9750
14039,27.5,4,3.25,4430,21000,2.0,0.0,0.0,3,10,4430,0,1952,2007.0,98039,47.6398,-122.237,3930,20000
9708,4.0,2,1.0,920,5120,1.0,0.0,0.0,5,7,920,0,1952,0.0,98136,47.5569,-122.394,1190,5120
2708,7.8,2,2.5,2560,2500,2.0,0.0,0.0,5,8,1690,870,1901,0.0,98112,47.6233,-122.3,1890,5000
17226,14.6,4,1.5,2650,6900,2.0,0.0,0.0,4,9,2400,250,1909,0.0,98112,47.6275,-122.305,2420,6900
7347,2.799,3,1.0,1400,10800,1.0,0.0,0.0,3,6,1400,0,1962,0.0,98034,47.719,-122.202,1430,10000
10161,4.42,2,1.0,1410,5000,1.0,0.0,2.0,4,7,940,470,1918,0.0,98126,47.5531,-122.379,1450,5000
14076,5.58,2,2.0,1580,5750,1.0,0.0,0.0,5,6,790,790,1910,0.0,98116,47.5668,-122.384,1580,5750
21235,5.05,4,2.75,2980,9825,1.0,0.0,0.0,3,8,1910,1070,2007,0.0,98056,47.5073,-122.172,2580,12231
12261,4.32,5,2.75,2060,329903,1.5,0.0,3.0,5,7,2060,0,1989,0.0,98022,47.1776,-121.944,2240,220232
4490,4.25,5,1.75,1400,5071,1.0,0.0,0.0,3,5,1400,0,1916,0.0,98014,47.6499,-121.908,1200,7500
3007,13.3,4,3.25,2470,4760,1.5,0.0,0.0,5,9,1890,580,1906,0.0,98112,47.6331,-122.31,2470,4760
12475,5.85,5,2.5,2670,16777,1.5,0.0,0.0,4,7,1620,1050,1920,0.0,98125,47.7015,-122.301,1610,8227
21368,6.08,3,3.5,1660,2298,2.0,0.0,0.0,3,8,1260,400,2009,0.0,98116,47.5809,-122.403,1500,2198
17835,4.25,4,1.75,2520,11017,1.0,0.0,0.0,4,7,1320,1200,1956,0.0,98133,47.7604,-122.356,1660,8775
7079,2.89,3,2.0,1680,8424,1.0,0.0,0.0,3,7,1680,0,1993,0.0,98022,47.1969,-122.011,1990,8545
18227,5.1,3,2.5,2310,53578,1.0,0.0,0.0,4,8,1340,970,1981,0.0,98072,47.7677,-122.135,2660,49658
5483,9.85,3,1.75,1700,8534,1.0,0.0,0.0,4,7,1700,0,1953,0.0,98004,47.6276,-122.205,2100,10443
7368,2.5,1,1.0,780,1033,1.0,0.0,0.0,3,7,780,0,1922,1985.0,98122,47.6155,-122.306,1040,1319
8856,2.7,3,2.25,2100,14027,2.0,0.0,0.0,3,8,2100,0,1979,0.0,98042,47.3833,-122.1,2730,5999
11470,11.3,4,2.5,2520,2600,2.0,0.0,0.0,5,8,1670,850,1925,0.0,98119,47.6434,-122.358,2290,3600
14939,15.0,5,3.5,4370,12240,2.0,0.0,0.0,3,11,3270,1100,1990,0.0,98004,47.582,-122.199,2980,12800
18431,2.7,3,2.0,1820,7750,1.0,0.0,0.0,3,8,1820,0,1992,0.0,98023,47.3169,-122.352,2080,8084
13740,2.3,3,1.5,1500,11616,1.0,0.0,0.0,3,7,1100,400,1980,0.0,98031,47.4062,-122.174,1830,8288
6230,2.75,5,2.25,1820,10500,1.0,0.0,0.0,4,7,1080,740,1979,0.0,98031,47.4058,-122.177,1820,7500
11675,2.1,3,1.5,1920,61014,1.0,0.0,0.0,3,6,1920,0,1953,0.0,98038,47.4446,-122.074,1616,61014
5311,3.21027,4,2.25,2820,16770,1.0,0.0,0.0,4,8,1920,900,1966,0.0,98023,47.3186,-122.364,2320,13850
586,6.4,3,2.5,2160,4000,1.5,0.0,0.0,3,8,1960,200,1903,2013.0,98122,47.6045,-122.307,2160,5120
2364,6.65,6,3.0,4250,4400,2.5,0.0,0.0,4,7,3020,1230,1902,0.0,98118,47.5584,-122.283,1520,4950
20145,9.95,5,3.25,4130,7197,2.0,0.0,0.0,3,10,4130,0,2012,0.0,98074,47.6022,-122.06,3730,7202
15295,2.1,2,1.0,720,8040,1.0,0.0,0.0,3,6,720,0,1943,0.0,98166,47.4662,-122.359,2300,9500
9928,8.9388,6,2.5,2820,8600,1.0,0.0,0.0,5,8,1430,1390,1967,0.0,98006,47.565,-122.144,2070,8900
604,4.355,3,2.25,1450,4789,2.0,0.0,0.0,3,7,1450,0,1985,0.0,98029,47.5665,-122.018,1560,4490
17018,3.03,4,1.0,2300,9583,1.0,0.0,0.0,3,6,1220,1080,1928,0.0,98024,47.5671,-121.89,1200,11325
6100,6.86,3,1.5,1840,9990,2.0,0.0,0.0,5,8,1840,0,1961,0.0,98177,47.7145,-122.369,2100,12474
3476,12.3,4,2.5,2600,11542,1.5,0.0,0.0,4,9,2200,400,1939,0.0,98177,47.7076,-122.377,2840,10960
6859,5.5,2,1.0,1070,3000,1.0,0.0,0.0,4,7,870,200,1926,0.0,98103,47.6828,-122.353,1890,3300
7965,2.68,2,1.0,1380,5000,1.0,0.0,0.0,3,7,870,510,1943,0.0,98108,47.5339,-122.293,1450,5000
21032,5.75,4,2.5,2500,4945,2.0,0.0,0.0,3,9,2500,0,2013,0.0,98065,47.5185,-121.885,2760,6000
19905,3.15,3,3.25,1480,983,2.0,0.0,0.0,3,8,1180,300,2013,0.0,98106,47.5555,-122.363,1330,1062
20712,3.8,4,2.5,2110,5306,2.0,0.0,0.0,3,8,2110,0,2012,0.0,98038,47.356,-122.057,2250,5306
19510,10.1,4,2.75,2940,5400,1.5,0.0,2.0,5,8,1940,1000,1910,0.0,98119,47.6366,-122.369,1970,2008
16048,5.75,3,1.75,1760,10349,1.0,0.0,0.0,3,8,1760,0,1957,0.0,98005,47.6347,-122.173,1970,10933
20790,3.74,3,2.5,2185,6042,2.0,0.0,0.0,3,9,2185,0,2009,0.0,98030,47.3573,-122.202,2297,5876
1821,6.07,5,1.75,1910,5428,1.0,0.0,0.0,3,8,1390,520,1954,0.0,98136,47.5333,-122.392,1820,5900
2167,7.65,4,2.5,3300,10764,1.0,0.0,0.0,4,9,1720,1580,1971,0.0,98177,47.7119,-122.365,2290,10975
16588,4.55,2,1.5,1310,12196,1.5,0.0,0.0,3,6,1310,0,1970,0.0,98052,47.6487,-122.122,2970,12196
18235,3.95,4,2.5,2740,8336,2.0,0.0,0.0,4,9,2740,0,1990,0.0,98031,47.3904,-122.176,2460,9189
11938,9.0,4,2.75,3950,10214,1.0,0.0,3.0,3,10,2050,1900,1955,0.0,98117,47.6969,-122.384,3130,8608
19557,5.41338,3,2.5,2060,8123,2.0,0.0,0.0,3,8,1010,1050,1977,0.0,98052,47.6642,-122.13,1760,6170
8501,2.3,3,2.5,1920,9180,2.0,0.0,0.0,3,8,1920,0,1988,0.0,98055,47.4818,-122.231,1930,7252
12012,5.89,3,1.0,1110,6000,1.5,0.0,0.0,5,7,1110,0,1932,0.0,98199,47.6496,-122.403,1420,6000
10435,34.0,4,4.0,4260,11765,2.0,0.0,0.0,3,11,3280,980,1939,2010.0,98112,47.63800000000001,-122.288,4260,10408
9478,23.8,4,2.5,3220,20251,1.0,0.0,0.0,3,10,3220,0,1969,0.0,98006,47.5692,-122.192,4200,22114
4643,3.975,3,2.5,1860,44093,1.0,0.0,0.0,3,7,1860,0,1978,0.0,98055,47.4381,-122.188,1900,6130
4710,8.275,3,2.5,1810,7200,1.0,0.0,0.0,5,7,1310,500,1960,0.0,98033,47.6885,-122.211,2050,7200
17537,9.65,4,2.25,3160,34560,1.0,0.0,0.0,4,10,3160,0,1981,0.0,98072,47.7337,-122.132,3530,38045
3416,3.75,4,2.5,1800,8432,1.0,0.0,0.0,4,7,1200,600,1960,0.0,98133,47.7463,-122.336,1780,8432
3468,3.55,4,1.5,2020,6000,1.0,0.0,0.0,4,7,1010,1010,1953,0.0,98178,47.5019,-122.235,1710,6000
20482,4.99,3,2.5,1460,1614,2.0,0.0,0.0,3,8,1180,280,2007,0.0,98117,47.6781,-122.374,1380,1402
8390,4.75,3,2.25,1820,8008,1.0,0.0,0.0,3,8,1240,580,1981,0.0,98052,47.7206,-122.11,2030,8750
11038,4.27,3,1.0,1200,5252,1.0,0.0,0.0,3,7,1200,0,1962,0.0,98007,47.6075,-122.134,1800,7920
3735,2.11,3,1.0,1410,47916,1.0,0.0,0.0,3,7,1410,0,1981,0.0,98019,47.7149,-121.96,1810,215622
19242,6.75,5,2.75,2570,12906,2.0,0.0,0.0,3,8,2570,0,1987,0.0,98075,47.5814,-122.05,2580,12927
14221,1.75,3,1.5,1220,7300,1.0,0.0,0.0,3,7,1220,0,1973,0.0,98001,47.3341,-122.279,1260,7347
16150,3.14,4,2.5,1870,8449,2.0,0.0,0.0,3,8,1870,0,1992,0.0,98188,47.4435,-122.274,2160,8113
48,4.5,3,1.75,1250,5963,1.0,0.0,0.0,4,7,1250,0,1953,0.0,98115,47.6796,-122.301,970,5100
12100,3.71,3,1.5,1420,4500,1.0,0.0,0.0,3,7,1420,0,1959,0.0,98103,47.694,-122.332,1540,6375
5901,2.3,4,1.5,1520,8800,1.0,0.0,0.0,4,7,1520,0,1960,0.0,98002,47.3136,-122.208,1370,8800
14472,2.485,2,1.0,720,5160,1.0,0.0,0.0,3,6,720,0,1949,0.0,98106,47.5274,-122.357,990,5160
20776,6.99999,2,2.0,1460,1085,2.0,0.0,0.0,3,8,950,510,2014,0.0,98112,47.6205,-122.299,1580,1202
364,7.95,5,2.5,3040,9570,1.0,0.0,2.0,4,8,1640,1400,1966,0.0,98006,47.5651,-122.164,2920,8800
17372,7.8,3,2.25,2206,82031,1.0,0.0,2.0,3,6,866,1340,1983,0.0,98074,47.6302,-122.069,2590,53024
13757,13.5,4,3.25,5370,20388,2.0,0.0,4.0,4,11,5370,0,1990,0.0,98198,47.405,-122.331,2770,22270
12467,8.0,3,1.75,2080,75794,1.0,0.0,0.0,3,7,2080,0,1958,0.0,98033,47.7018,-122.189,1870,11020
7279,6.54,3,2.5,2570,5500,1.0,0.0,0.0,4,7,1320,1250,1961,0.0,98199,47.6417,-122.397,1460,6250
7385,5.84999,4,2.75,2050,17859,1.0,0.0,0.0,4,7,1300,750,1967,0.0,98075,47.5945,-122.056,2960,20908
16221,8.0,4,3.75,2540,20662,2.0,0.0,0.0,3,10,2540,0,1998,0.0,98075,47.5882,-122.01,2490,37731
21132,18.0,5,5.0,4490,10279,2.0,0.0,0.0,3,10,3930,560,2013,0.0,98004,47.5974,-122.202,2490,10279
13972,3.79,3,2.5,1530,2913,2.0,0.0,0.0,4,7,1530,0,1986,0.0,98033,47.6939,-122.184,1370,3783
5520,2.88,3,1.75,1660,10440,1.0,0.0,0.0,3,7,1040,620,1978,0.0,98045,47.4448,-121.77,1240,10380
2290,2.75,3,2.5,1720,8755,1.0,0.0,0.0,3,8,1000,720,1983,0.0,98023,47.3186,-122.391,1720,8690
20835,4.475,4,2.5,2425,9017,2.0,0.0,0.0,3,9,2425,0,2013,0.0,98001,47.3003,-122.263,2725,7019
18575,1.9425,3,2.25,2190,8834,1.0,0.0,0.0,3,7,1390,800,1987,0.0,98001,47.2633,-122.244,1490,8766
5592,6.3,4,2.5,2540,4727,2.0,0.0,0.0,3,9,2540,0,1999,0.0,98034,47.7034,-122.236,3640,5129
19315,6.25,4,2.5,3550,8048,2.0,0.0,0.0,3,9,3550,0,2007,0.0,98065,47.5422,-121.888,3920,7871
6947,3.75,2,1.0,1810,8527,1.5,0.0,0.0,4,7,1810,0,1943,0.0,98133,47.7275,-122.336,1490,6800
7476,3.59,3,3.0,1320,1071,2.0,0.0,0.0,3,7,1080,240,2003,0.0,98144,47.5942,-122.296,1780,7715
21344,2.95,3,2.0,1230,3405,1.0,0.0,0.0,3,7,1230,0,2010,0.0,98058,47.438,-122.179,1440,4066
1229,3.6,3,2.75,2030,6840,1.0,0.0,0.0,3,7,1210,820,1979,0.0,98108,47.5413,-122.299,1910,6365
3265,7.32,4,1.75,2360,11300,1.0,0.0,0.0,4,9,2360,0,1974,0.0,98006,47.5728,-122.163,2290,11951
10421,4.495,5,2.75,2040,7488,1.0,0.0,0.0,4,7,1200,840,1969,0.0,98034,47.7289,-122.172,1530,7488
15124,3.7,3,2.0,1860,9100,1.5,0.0,0.0,3,8,1860,0,1939,2006.0,98155,47.7522,-122.304,1620,9519
2273,6.1,4,2.25,1660,7350,1.0,0.0,0.0,3,8,1660,0,1965,2014.0,98008,47.6263,-122.124,1790,7455
11257,6.19,3,2.0,1990,3000,1.5,0.0,2.0,5,8,1430,560,1927,0.0,98144,47.5891,-122.293,1780,5000
5946,3.76,3,2.0,1540,1827,2.0,0.0,0.0,3,8,1540,0,2005,0.0,98029,47.5479,-121.999,1560,2058
13369,5.3,3,2.5,2160,9063,2.0,0.0,0.0,3,8,2160,0,1992,0.0,98133,47.7296,-122.333,2160,9063
15561,2.94,4,2.5,2210,8465,1.0,0.0,0.0,3,8,1490,720,1990,0.0,98092,47.2647,-122.221,2210,7917
7762,8.55,4,3.5,4030,1024068,2.0,0.0,0.0,3,10,4030,0,2006,0.0,98045,47.4619,-121.744,1830,11700
12710,2.81,2,1.0,1280,12500,1.0,0.0,0.0,3,7,1060,220,1951,0.0,98178,47.4833,-122.237,1460,17771
18861,15.0,3,1.5,1910,21374,1.0,0.0,0.0,1,8,1910,0,1955,0.0,98004,47.6453,-122.214,2850,16167
1705,3.65,3,1.5,1640,8301,1.0,0.0,0.0,3,7,1290,350,1958,0.0,98155,47.7443,-122.327,1640,8955
18422,6.9,4,3.5,2980,2147,2.5,0.0,0.0,3,10,2490,490,2006,0.0,98029,47.5463,-121.995,2880,2428
11240,2.15,3,1.0,1190,7500,1.0,0.0,0.0,5,7,1190,0,1968,0.0,98042,47.3248,-122.142,1200,9750
16192,7.5,4,1.75,2670,6250,2.0,0.0,0.0,4,8,2020,650,1941,0.0,98199,47.6499,-122.391,1820,6250
8995,3.75,4,2.5,1870,7471,2.0,0.0,0.0,3,8,1870,0,1990,0.0,98055,47.4314,-122.204,2020,8912
1951,3.9,4,2.25,1770,33132,1.0,0.0,0.0,4,8,1190,580,1965,0.0,98058,47.4413,-122.151,2490,20000
8396,2.393,3,1.0,1070,5750,1.0,0.0,0.0,3,7,1070,0,1952,0.0,98178,47.5071,-122.255,1420,6500
15044,1.59,3,1.0,1320,6534,1.0,0.0,0.0,3,7,1320,0,1952,0.0,98055,47.4806,-122.223,2140,7405
1085,5.5,4,2.5,2080,4080,1.0,0.0,0.0,5,7,1040,1040,1962,0.0,98144,47.572,-122.29,1340,4080
6653,6.59,3,2.5,2510,6320,2.0,0.0,0.0,3,9,2510,0,1996,0.0,98075,47.5868,-122.033,2518,5819
8482,4.53,3,1.75,1600,7232,1.0,0.0,0.0,3,8,1600,0,1966,0.0,98008,47.6293,-122.121,1970,8120
12222,3.85,3,2.25,2110,8000,2.0,0.0,0.0,3,8,2110,0,1975,0.0,98034,47.7311,-122.204,1740,7270
12182,8.575,3,1.5,2040,3960,2.0,0.0,2.0,5,8,2040,0,1928,0.0,98103,47.6658,-122.355,1540,3400
7530,4.1,4,2.0,1510,3240,1.0,0.0,0.0,5,7,870,640,1901,0.0,98144,47.5972,-122.296,1420,5160
12065,2.85,3,1.75,1930,7200,1.5,0.0,0.0,3,6,1930,0,1929,0.0,98065,47.5263,-121.809,1350,9000
4399,2.35,3,1.5,1980,11214,1.0,0.0,0.0,3,7,1980,0,1959,0.0,98168,47.4696,-122.298,1510,9072
408,3.6495,4,2.5,1930,6957,2.0,0.0,0.0,3,8,1930,0,1995,0.0,98055,47.4309,-122.191,2090,6996
420,4.82,2,1.0,950,3960,1.0,0.0,0.0,3,7,950,0,1941,0.0,98103,47.6885,-122.337,1320,4050
20359,5.91975,3,2.75,3230,5250,2.0,0.0,0.0,3,9,2680,550,2014,0.0,98065,47.5196,-121.878,2710,5250
6997,3.65,2,1.0,680,2550,1.0,0.0,0.0,4,5,680,0,1901,0.0,98117,47.6767,-122.388,1120,5100
11525,4.6,2,1.5,1790,3760,1.5,0.0,0.0,4,8,1280,510,1928,0.0,98117,47.6871,-122.373,1540,5080
11664,14.2,5,3.25,3950,11438,2.0,0.0,2.0,3,10,3430,520,2006,0.0,98033,47.6898,-122.189,2070,10751
6705,7.5,3,1.75,2240,10578,2.0,0.0,0.0,5,8,1550,690,1923,0.0,98115,47.6954,-122.292,1570,10578
10564,4.4,3,1.0,1410,8925,1.0,0.0,0.0,3,7,1410,0,1958,0.0,98052,47.6782,-122.162,1330,8925
12485,3.664,4,2.25,2040,14383,1.0,0.0,0.0,4,8,1270,770,1977,0.0,98042,47.3849,-122.163,2030,11500
4837,3.59,3,2.5,2430,7857,2.0,0.0,0.0,5,8,1730,700,1980,0.0,98055,47.4546,-122.211,2160,8740
17769,3.99,3,1.0,1340,7191,1.0,0.0,0.0,3,7,1340,0,1974,0.0,98034,47.7148,-122.212,1340,7215
11091,2.8995,4,3.0,2040,5050,1.0,0.0,0.0,3,8,1490,550,1993,0.0,98092,47.3266,-122.175,2020,6118
3116,4.15,2,1.0,670,6000,1.0,0.0,0.0,5,6,670,0,1949,0.0,98118,47.56100000000001,-122.275,1240,5040
11571,3.065,2,1.0,1390,19988,1.0,0.0,2.0,4,7,1390,0,1949,0.0,98198,47.3985,-122.321,2580,10490
20749,7.7,5,3.5,4750,8234,2.0,0.0,2.0,3,10,3350,1400,2013,0.0,98198,47.3574,-122.318,2160,14496
13194,2.59,3,2.5,2740,7980,2.0,0.0,0.0,4,7,2740,0,1964,0.0,98168,47.473,-122.3,1470,8611
7886,5.0,3,1.5,2220,8994,1.0,0.0,0.0,4,8,1110,1110,1962,0.0,98006,47.5473,-122.172,2220,8994
5561,5.3,3,2.25,1264,1536,2.0,0.0,0.0,3,8,1264,0,2003,0.0,98105,47.6694,-122.279,1264,2067
19391,2.6,3,2.5,1440,2500,2.0,0.0,0.0,3,7,1440,0,2006,0.0,98146,47.511,-122.359,1440,5000
11945,4.99,2,1.5,1540,6549,2.0,0.0,0.0,3,7,1540,0,1980,0.0,98133,47.7189,-122.353,1470,6552
11364,4.386,1,1.0,720,2500,1.0,0.0,0.0,3,7,720,0,1910,0.0,98103,47.6597,-122.345,1520,3750
1731,5.445,4,2.5,2230,10414,1.0,0.0,0.0,5,7,1450,780,1974,0.0,98075,47.5816,-122.0,1960,10240
16078,2.0,4,1.0,1310,5200,1.5,0.0,0.0,3,6,1160,150,1945,0.0,98126,47.5384,-122.37,1090,5180
21118,3.7,3,2.5,2313,5700,2.0,0.0,0.0,3,9,2313,0,2011,0.0,98030,47.3572,-122.202,2323,5701
17401,2.69,3,1.5,1320,2625,2.0,0.0,0.0,3,7,1320,0,1986,0.0,98133,47.7316,-122.338,1230,5250
18093,3.3,3,1.0,960,7218,1.0,0.0,0.0,4,7,960,0,1969,0.0,98034,47.7278,-122.226,1580,9104
9796,3.57,4,2.5,1980,9757,2.0,0.0,0.0,5,7,1980,0,1995,0.0,98038,47.3675,-122.019,1610,6147
10897,5.35,2,2.0,1510,5133,1.5,0.0,0.0,3,7,1510,0,1939,0.0,98199,47.6415,-122.401,1470,6000
20658,10.5,4,3.5,4210,6481,2.0,0.0,3.0,3,9,3260,950,2014,0.0,98075,47.5765,-122.072,3920,5331
5162,5.9,3,2.5,2290,4203,2.0,0.0,0.0,3,9,2290,0,2001,0.0,98006,47.5441,-122.172,2290,5089
19573,2.35,3,1.0,1590,13000,1.5,0.0,0.0,3,6,1590,0,1944,0.0,98166,47.4789,-122.346,1460,8400
6986,2.21,3,1.0,1150,7260,1.0,0.0,0.0,3,7,1150,0,1959,0.0,98133,47.7344,-122.333,1200,7888
10213,5.5,3,2.5,1740,3082,2.0,0.0,0.0,3,8,1740,0,2000,0.0,98029,47.5489,-122.006,1910,3075
1522,4.05,4,2.5,2030,9095,1.0,0.0,0.0,4,7,1130,900,1972,0.0,98034,47.7321,-122.185,1940,8000
13699,7.0,4,2.5,2490,7694,2.0,0.0,0.0,3,8,2490,0,1987,0.0,98029,47.567,-122.016,2140,8126
15491,7.0,4,1.75,1870,6000,1.0,0.0,0.0,5,8,1670,200,1949,0.0,98199,47.6435,-122.399,1710,6000
13210,5.43,2,1.0,940,3864,1.0,0.0,0.0,4,8,940,0,1918,0.0,98103,47.6631,-122.345,1440,3956
